"","c...106.079272..35.032347.....106.068962..35.027495.....106.538399..35.192296..."
"9983","-106.620277, 35.091666"
"9984","-104.355111, 32.578083"
"9985","-105.946938, 35.764917"
"9986","-105.837083, 35.547194"
"9987","-107.618095, 32.178295"
"9988","-107.611527, 32.188115"
"9989","-107.611527, 32.188115"
"9990","-107.611527, 32.188115"
"9991","-104.245486, 34.473211"
"9992","-104.22825, 34.536355"
"9993","-104.202458, 34.528875"
"9994","-108.29851, 32.723408"
"9995","-106.694, 34.990389"
"9996","-106.694, 34.990389"
"9997","-106.693806, 34.990472"
"9998","-103.627119, 34.433416"
"9999","-106.48475, 35.208"
"10000","-106.481444, 35.208306"
"10001","-106.481444, 35.208167"
"10002","-105.724667, 33.4215"
"10003","-105.557055, 33.353138"
"10004","-105.679172, 33.396406"
"10005","-105.749874, 32.936426"
"10006","-105.741675, 32.936989"
"10007","-105.741611, 32.936944"
"10008","-106.66401, 36.86624"
"10009","-106.66405, 36.86658"
"10010","-106.37525, 34.449111"
"10011","-106.37525, 34.449111"
"10012","-105.672432, 36.151998"
"10013","-106.374555, 34.450166"
"10014","-105.672432, 36.151998"
"10015","-105.672432, 36.151998"
"10016","-107.810416, 34.970583"
"10017","-107.810083, 34.970611"
"10018","-105.37513, 36.028333"
"10019","-106.092603, 32.369161"
"10020","-106.098305, 32.399083"
"10021","-106.494533, 35.313697"
"10022","-104.448916, 33.323675"
"10023","-104.578555, 33.452461"
"10024","-104.50733, 33.473891"
"10025","-104.449013, 33.323775"
"10026","-104.578433, 33.452513"
"10027","-105.574916, 36.412222"
"10028","-106.129472, 34.996166"
"10029","-106.432226, 36.257212"
"10030","-106.429143, 36.251101"
"10031","-105.602055, 33.429805"
"10032","-105.620019, 33.426569"
"10033","-106.447305, 35.309777"
"10034","-106.447305, 35.309777"
"10035","-106.664898, 35.012159"
"10036","-107.91714, 36.71675"
"10037","-107.9175, 36.717778"
"10038","-106.24411, 36.217241"
"10039","-106.051093, 36.295607"
"10040","-105.401666, 35.826388"
"10041","-106.059167, 30.583444"
"10042","-106.780416, 34.724903"
"10043","-106.622163, 35.704256"
"10044","-106.516992, 35.130486"
"10045","-106.517119, 35.130278"
"10046","-107.789987, 32.246526"
"10047","-103.142027, 32.73975"
"10048","-103.141916, 32.73975"
"10049","-103.141666, 32.739972"
"10050","-104.998864, 36.566202"
"10051","-104.998864, 36.566202"
"10052","-105.118222, 36.607639"
"10053","-104.994084, 36.622839"
"10054","-105.17256, 36.609033"
"10055","-104.93589, 36.367508"
"10056","-105.1175, 36.669722"
"10057","-105.118058, 36.669754"
"10058","-104.51625, 36.642361"
"10059","-103.881377, 36.745713"
"10060","-105.30975, 36.444917"
"10061","-105.296443, 36.440888"
"10062","-105.557733, 36.373917"
"10063","-103.301444, 32.714194"
"10064","-105.736069, 36.475133"
"10065","-105.736069, 36.475133"
"10066","-105.736069, 36.475133"
"10067","-105.789599, 36.267384"
"10068","-105.789599, 36.267384"
"10069","-104.542458, 33.140394"
"10070","-106.049138, 35.994555"
"10071","-106.048739, 35.995222"
"10072","-106.048972, 35.997111"
"10073","-106.049138, 35.994555"
"10074","-106.048972, 35.997111"
"10075","-105.172559, 36.609033"
"10076","-103.046525, 34.390647"
"10077","-103.050594, 34.391086"
"10078","-103.047889, 34.391809"
"10079","-105.611638, 33.566444"
"10080","-104.999416, 36.566361"
"10081","-105.57326, 36.410192"
"10082","-105.57326, 36.410192"
"10083","-105.647762, 36.380136"
"10084","-103.939469, 32.490469"
"10085","-103.938181, 32.489889"
"10086","-103.937119, 32.4908"
"10087","-103.937531, 32.491069"
"10088","-103.937319, 32.490661"
"10089","-106.877028, 35.472889"
"10090","-105.877028, 35.472889"
"10091","-105.766805, 35.571861"
"10092","-105.934444, 36.006888"
"10093","-105.949555, 36.006888"
"10094","-105.949555, 36.006888"
"10095","-104.924167, 35.818083"
"10096","-104.924, 35.818"
"10097","-104.923917, 35.816667"
"10098","-105.14814, 35.14808"
"10099","-105.981494, 35.148074"
"10100","-105.981494, 35.148074"
"10101","-105.156306, 35.694667"
"10102","-105.156306, 35.694667"
"10103","-105.156306, 35.694667"
"10104","-105.867556, 33.616528"
"10105","-105.868333, 33.616999"
"10106","-105.865111, 33.634306"
"10107","-106.654991, 35.682583"
"10108","-106.654579, 35.681446"
"10109","-105.948113, 35.64605"
"10110","-105.948113, 35.64605"
"10111","-106.73792, 36.612"
"10112","-106.73792, 36.612"
"10113","-103.227083, 32.464388"
"10114","-103.337727, 34.186608"
"10115","-106.173806, 32.779361"
"10116","-106.158333, 32.778861"
"10117","-106.158972, 32.784583"
"10118","-104.292997, 32.826389"
"10119","-104.284874, 32.827596"
"10120","-104.285305, 32.827916"
"10121","-104.284472, 32.827611"
"10122","-104.284531, 32.827678"
"10123","-103.377688, 35.33725"
"10124","-103.362131, 35.331303"
"10125","-103.356683, 35.230139"
"10126","-103.330694, 35.110192"
"10127","-104.935973, 36.366063"
"10128","-103.141719, 32.741588"
"10129","-103.141719, 32.74143"
"10130","-105.018114, 36.517646"
"10131","-107.97749, 36.83576"
"10132","-107.926667, 36.819722"
"10133","-107.9977, 36.80354"
"10134","-107.97998, 36.83729"
"10135","-107.97527, 36.83485"
"10136","-107.92648, 36.81979"
"10137","-107.98189, 36.82181"
"10138","-108.02952, 36.83461"
"10139","-107.76996, 36.76981"
"10140","-107.76996, 36.76981"
"10141","-107.76996, 36.76981"
"10142","-107.58776, 36.807154"
"10143","-106.278361, 35.073944"
"10144","-106.274222, 35.10925"
"10145","-106.287222, 35.088305"
"10146","-106.280722, 35.169833"
"10147","-106.346222, 35.187305"
"10148","-106.229444, 35.17025"
"10149","-105.295397, 36.441337"
"10150","-106.190861, 35.18775"
"10151","-105.53612, 36.980299"
"10152","-106.492794, 35.309022"
"10153","-106.859277, 35.022611"
"10154","-106.492794, 35.309022"
"10155","-106.492794, 35.309022"
"10156","-106.492794, 35.309022"
"10157","-106.492794, 35.309022"
"10158","-105.108944, 36.515345"
"10159","-105.108944, 36.515345"
"10160","-107.872972, 35.145222"
"10161","-106.051938, 36.305243"
"10162","-105.67875, 33.356667"
"10163","-105.887333, 33.400778"
"10164","-105.882833, 33.401472"
"10165","-105.887472, 33.401138"
"10166","-104.45025, 33.29375"
"10167","-104.543767, 36.537143"
"10168","-106.39475, 35.896"
"10169","-106.39475, 35.896"
"10170","-106.39201, 35.89407"
"10171","-103.306555, 34.412216"
"10172","-103.306333, 34.4123"
"10173","-103.307933, 34.412292"
"10174","-103.306614, 34.412264"
"10175","-106.028666, 36.332583"
"10176","-106.02876, 36.33256"
"10177","-106.028666, 36.332583"
"10178","-105.543222, 36.523166"
"10179","-105.128475, 35.205366"
"10180","-103.31908, 34.407597"
"10181","-105.936117, 32.96243"
"10182","-105.939364, 32.951121"
"10183","-107.612969, 32.187433"
"10184","-109.030275, 31.834069"
"10185","-107.317086, 32.928744"
"10186","-108.235297, 32.776141"
"10187","-106.809977, 32.332355"
"10188","-107.935497, 32.805169"
"10189","-106.732761, 32.154697"
"10190","-106.770899, 32.249691"
"10191","-108.154127, 32.776286"
"10192","-106.680294, 31.785866"
"10193","-106.696433, 31.86538"
"10194","-106.637444, 31.850088"
"10195","-107.992983, 32.238897"
"10196","-106.866672, 32.28143"
"10197","-108.952994, 32.23323"
"10198","-106.802258, 32.320066"
"10199","-106.640277, 31.951638"
"10200","-108.275844, 32.775533"
"10201","-106.760897, 32.269269"
"10202","-105.6683, 33.430297"
"10203","-103.784725, 34.311588"
"10204","-103.7867, 34.293963"
"10205","-103.817319, 34.288225"
"10206","-103.817319, 34.288225"
"10207","-103.7867, 34.293963"
"10208","-104.440836, 33.286338"
"10209","-104.44968, 33.296852"
"10210","-105.180344, 32.884125"
"10211","-105.960636, 32.745802"
"10212","-105.245872, 35.946232"
"10213","-105.960636, 32.745802"
"10214","-106.587919, 35.186525"
"10215","-103.412313, 35.367561"
"10216","-105.515394, 36.680861"
"10217","-103.179116, 34.4118"
"10218","-106.54854, 36.70317"
"10219","-105.431288, 35.31399"
"10220","-105.9905, 35.842917"
"10221","-105.9905, 35.842917"
"10222","-105.163194, 35.232055"
"10223","-105.163194, 35.232055"
"10224","-105.163194, 35.232055"
"10225","-105.163194, 35.232055"
"10226","-106.1045, 35.75581"
"10227","-106.09258, 35.745028"
"10228","-106.016733, 35.71186"
"10229","-106.02851, 35.85067"
"10230","-105.018114, 36.517646"
"10231","-105.947305, 32.978138"
"10232","-105.930305, 32.979861"
"10233","-105.930305, 32.979861"
"10234","-105.923083, 32.977111"
"10235","-105.060698, 36.516451"
"10236","-105.279499, 33.399749"
"10237","-105.279499, 33.399749"
"10238","-105.279916, 33.399555"
"10239","-106.691916, 35.21115"
"10240","-106.741222, 35.186305"
"10241","-105.787416, 36.269277"
"10242","-105.787416, 36.269277"
"10243","-106.140111, 35.556666"
"10244","-103.048208, 35.184225"
"10245","-106.022222, 33.079055"
"10246","-104.412222, 32.883944"
"10247","-106.60697, 36.71735"
"10248","-106.652997, 36.159866"
"10249","-106.023333, 35.901722"
"10250","-106.023333, 35.901722"
"10251","-106.023333, 35.901722"
"10252","-106.023333, 35.901722"
"10253","-106.124564, 34.99364"
"10254","-105.397096, 35.843952"
"10255","-106.129472, 34.996166"
"10256","-106.120416, 34.980416"
"10257","-106.786108, 32.364171"
"10258","-106.517722, 35.173166"
"10259","-106.517722, 35.173166"
"10260","-106.517722, 35.173166"
"10261","-107.050694, 35.681805"
"10262","-107.204277, 35.573305"
"10263","-107.119694, 35.631805"
"10264","-107.119694, 35.631805"
"10265","-107.032361, 35.701944"
"10266","-106.736944, 35.258002"
"10267","-106.678516, 35.239436"
"10268","-106.67583, 35.249122"
"10269","-105.814138, 32.91675"
"10270","-106.320445, 36.205685"
"10271","-105.777972, 32.9605"
"10272","-105.969125, 32.947311"
"10273","-105.969125, 32.947311"
"10274","-105.968894, 32.946558"
"10275","-105.968894, 32.946558"
"10276","-105.425971, 35.638456"
"10277","-105.159969, 35.694685"
"10278","-105.909076, 35.82"
"10279","-104.381222, 32.639083"
"10280","-105.06375, 36.486389"
"10281","-105.06375, 36.486389"
"10282","-105.360722, 35.849583"
"10283","-106.623861, 35.217056"
"10284","-106.623717, 35.217338"
"10285","-104.859969, 35.878427"
"10286","-106.500944, 35.310345"
"10287","-105.932361, 36.998333"
"10288","-106.226296, 35.91178"
"10289","-103.288244, 34.22215"
"10290","-106.727694, 32.251556"
"10291","-103.288244, 34.22215"
"10292","-106.727694, 32.251556"
"10293","-106.549244, 32.711351"
"10294","-106.588628, 32.328553"
"10295","-105.701777, 33.546388"
"10296","-107.19247, 33.235914"
"10297","-107.19247, 33.235914"
"10298","-108.213334, 33.040744"
"10299","-105.689833, 32.983916"
"10300","-106.642988, 35.829158"
"10301","-106.642988, 35.829158"
"10302","-106.626388, 35.704441"
"10303","-106.633611, 35.697222"
"10304","-106.633611, 35.697222"
"10305","-106.627941, 35.701116"
"10306","-106.625666, 35.872183"
"10307","-106.625666, 35.872183"
"10308","-106.654579, 35.681446"
"10309","-106.654579, 35.681446"
"10310","-106.365525, 35.128605"
"10311","-106.366091, 35.129188"
"10312","-106.306516, 35.649297"
"10313","-106.471497, 35.166591"
"10314","-105.980574, 32.804921"
"10315","-105.9821, 32.817987"
"10316","-105.992694, 32.807611"
"10317","-103.773111, 32.816"
"10318","-104.629552, 34.826169"
"10319","-104.334833, 33.338444"
"10320","-104.252666, 32.200202"
"10321","-106.644722, 34.753888"
"10322","-106.644722, 34.753888"
"10323","-108.126944, 35.273611"
"10324","-108.131861, 35.272527"
"10325","-108.131797, 35.272527"
"10326","-105.758472, 36.133472"
"10327","-106.490383, 35.373736"
"10328","-106.490344, 35.373736"
"10329","-105.714444, 36.138805"
"10330","-105.569649, 36.413414"
"10331","-106.936673, 36.978702"
"10332","-106.003133, 35.655669"
"10333","-108.90276, 33.381619"
"10334","-105.680082, 35.58598"
"10335","-105.6947, 34.5768"
"10336","-105.694777, 34.576694"
"10337","-105.920965, 35.799833"
"10338","-105.921021, 35.799861"
"10339","-105.92913, 32.874714"
"10340","-105.941959, 32.875242"
"10341","-105.919225, 32.891007"
"10342","-105.918159, 32.904314"
"10343","-105.981323, 32.796147"
"10344","-104.862275, 35.878427"
"10345","-104.859969, 35.878427"
"10346","-105.981303, 32.796239"
"10347","-106.34375, 34.958194"
"10348","-106.503111, 35.313666"
"10349","-106.503111, 35.313666"
"10350","-105.838455, 32.854792"
"10351","-105.73136, 33.455708"
"10352","-105.823255, 32.831315"
"10353","-105.836789, 32.876129"
"10354","-105.981125, 32.796359"
"10355","-105.9422, 32.875295"
"10356","-105.918452, 32.904244"
"10357","-105.84667, 33.014096"
"10358","-105.83862, 32.995042"
"10359","-105.665611, 33.448111"
"10360","-105.111194, 36.513416"
"10361","-105.82316, 32.983483"
"10362","-105.945277, 32.872777"
"10363","-105.934154, 32.970357"
"10364","-103.455102, 35.371355"
"10365","-103.455102, 35.371355"
"10366","-104.790855, 34.970508"
"10367","-104.790686, 34.970597"
"10368","-105.586111, 33.424444"
"10369","-105.965861, 32.872361"
"10370","-105.961583, 32.945694"
"10371","-105.984027, 32.97725"
"10372","-105.984027, 32.97725"
"10373","-105.448435, 36.596185"
"10374","-104.379833, 32.636861"
"10375","-106.9124, 36.12649"
"10376","-105.984027, 32.97725"
"10377","-105.380846, 36.033087"
"10378","-105.380277, 36.033055"
"10379","-107.893083, 35.171694"
"10380","-107.88975, 35.190166"
"10381","-107.88775, 35.180111"
"10382","-108.86686, 35.49791"
"10383","-107.91409, 36.89268"
"10384","-106.673619, 34.825441"
"10385","-106.673072, 34.828258"
"10386","-105.909305, 32.905277"
"10387","-105.912444, 32.904833"
"10388","-108.786388, 35.631111"
"10389","-108.786388, 35.630833"
"10390","-108.786388, 35.630833"
"10391","-106.005805, 35.64835"
"10392","-105.918277, 32.530388"
"10393","-105.92913, 32.874714"
"10394","-105.934833, 32.970444"
"10395","-106.526277, 35.193777"
"10396","-104.640916, 33.953083"
"10397","-104.640916, 33.953138"
"10398","-104.640752, 33.953208"
"10399","-105.57615, 36.411748"
"10400","-106.432226, 36.257212"
"10401","-105.456227, 36.58375"
"10402","-106.36205, 34.603066"
"10403","-106.224527, 34.859166"
"10404","-105.732111, 36.154"
"10405","-105.674166, 33.393333"
"10406","-107.65071, 35.33228"
"10407","-105.936194, 32.930111"
"10408","-107.51568, 35.084322"
"10409","-107.51568, 35.084322"
"10410","-104.640916, 33.953083"
"10411","-105.853611, 33.006277"
"10412","-105.851194, 33.009805"
"10413","-106.086927, 34.757522"
"10414","-105.851916, 32.995083"
"10415","-106.61415, 35.225197"
"10416","-108.44448, 35.45716"
"10417","-108.4417, 35.46291"
"10418","-107.829858, 36.689742"
"10419","-106.93525, 34.189611"
"10420","-106.654488, 33.818833"
"10421","-106.787797, 32.332058"
"10422","-108.861544, 32.143719"
"10423","-108.435447, 32.616619"
"10424","-106.643388, 32.406455"
"10425","-107.303438, 32.903247"
"10426","-107.309686, 32.908527"
"10427","-107.29278, 32.893294"
"10428","-108.035955, 32.958877"
"10429","-108.8415, 33.373263"
"10430","-106.269499, 34.994263"
"10431","-106.072355, 35.593533"
"10432","-107.93973, 32.810097"
"10433","-106.431347, 32.034525"
"10434","-106.197916, 35.036222"
"10435","-106.217055, 35.062055"
"10436","-106.78025, 34.435722"
"10437","-103.127219, 32.740638"
"10438","-106.75021, 36.65327"
"10439","-106.54613, 36.699444"
"10440","-106.54613, 36.699444"
"10441","-106.54935, 35.137425"
"10442","-106.05692, 36.01595"
"10443","-106.500944, 35.310345"
"10444","-105.320666, 35.518194"
"10445","-105.320667, 35.518194"
"10446","-105.951389, 35.397694"
"10447","-105.476095, 35.397543"
"10448","-109.000416, 32.687833"
"10449","-107.746711, 32.21183"
"10450","-106.854438, 32.287744"
"10451","-106.782144, 32.323563"
"10452","-106.76203, 32.29963"
"10453","-106.634319, 32.119811"
"10454","-106.857888, 32.30288"
"10455","-106.921355, 32.2798"
"10456","-108.18923, 32.764761"
"10457","-106.332422, 32.632008"
"10458","-106.483202, 32.379783"
"10459","-106.823125, 32.320219"
"10460","-108.248402, 32.202438"
"10461","-105.580818, 36.231832"
"10462","-105.576456, 36.270332"
"10463","-105.538555, 32.909083"
"10464","-105.541805, 32.911333"
"10465","-105.383944, 36.022722"
"10466","-106.028216, 35.660169"
"10467","-106.028216, 35.660169"
"10468","-106.028216, 35.660169"
"10469","-106.028216, 35.660169"
"10470","-106.022939, 35.943052"
"10471","-108.592388, 34.262805"
"10472","-106.040916, 35.013555"
"10473","-106.041666, 35.013638"
"10474","-106.538361, 35.192305"
"10475","-106.538361, 35.192305"
"10476","-106.538361, 35.025638"
"10477","-106.538361, 35.192305"
"10478","-106.538361, 35.192305"
"10479","-105.833944, 35.742194"
"10480","-108.21325, 33.040527"
"10481","-105.568833, 33.344667"
"10482","-105.569583, 33.346083"
"10483","-105.569083, 33.347222"
"10484","-104.395472, 32.859611"
"10485","-107.317192, 32.915494"
"10486","-108.510222, 35.133833"
"10487","-107.31805, 32.916183"
"10488","-107.317192, 32.915494"
"10489","-108.510222, 35.133833"
"10490","-107.31805, 32.916183"
"10491","-108.763889, 35.235556"
"10492","-108.763889, 35.235556"
"10493","-107.095111, 33.595694"
"10494","-107.095111, 33.595694"
"10495","-105.921021, 35.799861"
"10496","-105.988078, 35.656197"
"10497","-108.315277, 36.736666"
"10498","-108.315277, 36.736666"
"10499","-108.332777, 36.763055"
"10500","-108.315277, 36.738333"
"10501","-105.4521, 35.366122"
"10502","-106.224528, 34.859167"
"10503","-106.218833, 34.859333"
"10504","-106.221583, 34.867083"
"10505","-106.219056, 34.864722"
"10506","-106.173888, 35.051694"
"10507","-106.635806, 35.163694"
"10508","-106.574639, 36.920083"
"10509","-106.574639, 36.920083"
"10510","-106.574639, 36.893528"
"10511","-106.017306, 35.711889"
"10512","-103.301767, 34.215431"
"10513","-103.317561, 34.175369"
"10514","-103.335202, 34.169872"
"10515","-103.335689, 34.127969"
"10516","-103.301767, 34.215431"
"10517","-103.317372, 34.203053"
"10518","-103.317561, 34.175369"
"10519","-103.335128, 34.157103"
"10520","-103.335128, 34.157103"
"10521","-103.335689, 34.127969"
"10522","-103.126447, 33.879506"
"10523","-106.787667, 32.302333"
"10524","-105.702311, 32.646375"
"10525","-106.787667, 32.302333"
"10526","-104.968333, 36.455305"
"10527","-106.897027, 34.255027"
"10528","-105.401421, 36.704529"
"10529","-105.401421, 36.704529"
"10530","-105.401421, 36.704529"
"10531","-108.514444, 34.153638"
"10532","-105.979849, 36.62499"
"10533","-106.745361, 32.237944"
"10534","-106.636194, 35.16833"
"10535","-106.636191, 35.168247"
"10536","-106.370389, 35.123225"
"10537","-105.337675, 35.264825"
"10538","-105.602817, 36.458552"
"10539","-105.602817, 36.458552"
"10540","-105.528478, 36.689999"
"10541","-105.488286, 36.696666"
"10542","-105.644027, 33.379944"
"10543","-105.747263, 36.479909"
"10544","-105.747263, 36.479909"
"10545","-105.747263, 36.479909"
"10546","-105.747263, 36.479909"
"10547","-106.702333, 34.978"
"10548","-105.255277, 35.511527"
"10549","-105.748888, 33.453027"
"10550","-105.750555, 33.453166"
"10551","-105.18637, 35.990482"
"10552","-105.179842, 35.998203"
"10553","-105.18637, 35.990454"
"10554","-106.062833, 36.074916"
"10555","-106.59813, 36.69916"
"10556","-105.390527, 35.299833"
"10557","-106.037694, 36.09475"
"10558","-106.38627, 35.57486"
"10559","-105.948416, 35.637638"
"10560","-106.035411, 35.663503"
"10561","-106.034189, 35.663503"
"10562","-106.85224, 35.567418"
"10563","-106.063361, 35.87225"
"10564","-105.948416, 35.637638"
"10565","-105.948416, 35.637638"
"10566","-106.034328, 35.663392"
"10567","-106.034244, 35.663419"
